"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","exp - actin","scramble - cntrl","scramble - cntrl.1","exp - actin.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000167","Pih1d2",72614,"protein_coding","9",50528621,50536300,43.52,134.116072829501,-0.620181890542394,1.38304521962706,-0.448417652395797,0.653851804359714,0.951584043065372,0,273.82124661506,62.8022792197938,163.052705409637,91.9717022735411,37.586776678985,309.577799609489
"ENSMUSG00000000168","Dlat",235339,"protein_coding","9",50545933,50571080,44.1,1757.01957419927,-0.0791605905020864,0.473385638436381,-0.167222205480416,0.867195212971171,0.984156712707388,2130.18156350875,1188.80547376569,1720.78245062235,1519.39615990656,2317.05981750501,1762.62200110398,1660.28955298258
"ENSMUSG00000000171","Sdhd",66925,"protein_coding","9",50507657,50515112,45.09,2908.77474528011,0.160035262180792,0.348834238049232,0.458771659214844,0.646398148580122,0.95144297153753,2702.4536461481,2989.28548612379,3345.9121990484,2631.61601077342,3342.33527125891,2738.88906905551,2610.93153455264
"ENSMUSG00000000184","Ccnd2",12444,"protein_coding","6",127102125,127129156,49.26,3611.19043181144,1.04923154059175,0.36392159947726,2.88312521735142,0.00393750886230625,0.148965231070964,3694.32268230161,3439.19485748515,5823.2205670415,4642.9030138152,2621.19351479592,2741.85644616175,2315.64194107898
"ENSMUSG00000000194","Gpr107",277463,"protein_coding","2",31042328,31108787,49.01,885.115473176213,0.26322206042363,0.499240240407125,0.527245280166068,0.598023268207014,0.945711864523403,961.749452856703,1318.55461831559,843.482919367385,656.765366482394,1165.32327312498,494.562851039276,755.369831047153
"ENSMUSG00000000197","Nalcn",338370,"protein_coding","14",123514046,123864556,38.67,753.384510008862,1.07590871822458,0.741106697887518,1.45175953920184,0.14656847777212,0.696154053946887,728.063030726295,1425.55553622363,1221.26278359722,624.883552575482,398.195665525218,447.084817339506,428.646184074677
"ENSMUSG00000000202","Btbd17",72014,"protein_coding","11",114682043,114686771,56.02,222.643725890697,-0.77019730379211,1.00788307047947,-0.764173272030172,0.444763992184915,0.901894362826178,193.180775627804,347.963614929291,219.324882813742,123.883619752574,88.8363033323976,398.617657937657,186.699226841415
"ENSMUSG00000000223","Drp2",13497,"protein_coding","X",133305300,133357322,44.54,218.541908162744,0.19442053099963,0.911273310424972,0.213350406267207,0.831053659960224,0.978036043309729,16.6177011292735,181.985813134932,360.388463830509,321.55086597543,53.3017819994386,273.987819475759,321.960911593868
"ENSMUSG00000000247","Lhx2",16870,"protein_coding","2",38229293,38259745,50,1465.30189356936,0.0401713272773346,0.399095892413517,0.100655827436359,0.919823677813066,0.988868671847046,1143.50555895813,1563.72994990016,1621.26499278175,1294.40164462064,1798.67385923596,1462.91691337418,1372.62033611469
"ENSMUSG00000000253","Gmpr",66355,"protein_coding","13",45660920,45707276,48.23,1262.34136577986,-1.60694941891003,0.573603700710159,-2.80149764884801,0.00508660117752775,0.17419416532525,735.333274970352,1267.16047664323,611.597580709685,889.04715351847,761.901942697857,3092.99607039963,1478.35306151977
"ENSMUSG00000000266","Mid2",23947,"protein_coding","X",139565348,139668464,40.18,240.036893182718,-1.24260178964029,1.33316861961864,-0.932066485330066,0.351302167016098,0.858153345261221,254.458548542,539.217224103502,83.0922463523426,72.8727175015139,361.616011211877,9.89125702078553,359.110247547007
"ENSMUSG00000000275","Trim25",217069,"protein_coding","11",88890202,88911119,48.45,76.1974754008458,1.33391756678961,2.07794954538223,0.641939343404144,0.52091256758499,0.925564575447336,104.899238378539,140.701994414508,138.165014283546,49.1890843135219,26.1283245095287,0,74.2986719062773
"ENSMUSG00000000276","Dgke",56077,"protein_coding","11",88926005,88957676,43.85,588.482594026682,2.66297226992264,0.731764380744461,3.63911163209867,0.000273580193268553,0.0304561665384602,739.48770025267,1358.99591012336,673.433671018405,652.210821638549,485.986835877234,69.2387991454987,140.024420131061
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1380.8194943249,0.535933902783809,0.52084301270394,1.02897397048974,0.303491906582749,0.827654900829673,1051.06959642655,2379.2960013567,1310.15216341601,1705.22158953543,1140.24008159583,962.419308122432,1117.33771982132
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,373.636169945034,-1.26351786412385,0.766338658699773,-1.6487721841772,0.099194315537529,0.646971336803647,229.53199684809,508.043728335018,273.431461833872,174.894522003633,353.254947368828,770.528921919193,305.767611306603
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,579.409790342216,-0.898802435363174,0.592517883738796,-1.51692034963016,0.12928679511871,0.681156224945726,760.259826664262,304.994742383543,379.712242051984,511.019931479366,438.955851760083,1021.76685024715,639.159087809129
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,742.235644003685,0.197880884189527,0.668213220755165,0.296134344612183,0.767127486417309,0.967113123804095,494.376608595886,486.138028605814,1330.44213054856,542.901745386279,708.600160698419,1044.51674139495,588.67409279589
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,805.903086988234,-0.0877745219607904,0.704341270859042,-0.12461930827046,0.900824941770834,0.987249413134832,836.078088066573,374.924476134466,648.312759330487,822.550798798338,1396.29766178921,773.496299025428,789.661525773127
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1258.72079161542,-0.180875185231836,0.651562710189852,-0.277602113201249,0.781317809781725,0.968009242251251,1273.33134903058,404.412918077627,1429.95958838915,1231.54892577558,1454.82510869056,1346.20008052891,1670.76757081552
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,871.879048175473,-0.275895008374951,0.562975479035156,-0.490065764227934,0.624087363189853,0.949583881822685,600.314453295005,602.406742553131,931.406110275096,851.699885798944,958.386943009513,1403.56937124947,755.369831047153
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6267.5254204274,-0.514775985692488,0.340631197314836,-1.5112414533678,0.130726944420139,0.684657596188533,6511.02302371347,5292.75406534094,4626.11250622112,6612.28820429362,4773.12232140071,8173.14567627508,7884.23214574689
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,721.603873263291,-0.963090267538696,0.614949911657559,-1.56612798746933,0.117318657166155,0.672309443390855,223.300358924613,1309.28682227632,387.441753340574,536.525382604896,793.255932109292,1188.92909389842,612.487769688927
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,337.686661164227,-0.811022591432599,0.739249588883579,-1.09708899893663,0.272602488774203,0.805140064427898,259.651580144898,599.879161815146,219.324882813742,194.023610347781,365.796543133402,238.379294200931,486.751555693689
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,650.509282195251,-0.491332580737677,0.50000349493143,-0.98265829282865,0.325775644119599,0.841454081820529,398.824827102564,732.155887103036,559.423379511702,500.089023854139,873.73117159864,683.48586013628,805.854826060393
"ENSMUSG00000000384","Tbrg4",21379,"protein_coding","11",6565598,6576067,51.38,56.6422878356831,0.0178634083188345,1.3746180220919,0.0129951797748511,0.989631638519261,0.99872136737823,7.27024424405715,112.056079384009,42.5123120872451,73.7836264702828,45.9858511367705,67.2605477413416,47.6273537860752
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2731.45993638064,0.459537500021728,0.376462226271129,1.22067359738443,0.222209628257703,0.758451572615532,2431.37739647683,4143.54735647035,2543.97540285719,2677.16145921187,3527.32380878638,1570.73161490074,2226.10251596116
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1406.52979782168,0.236097905144666,0.665094307371415,0.354984101544594,0.722601501739361,0.961492033381213,1053.14680906771,2898.29257955632,1703.39105022302,1033.88167955273,832.970985363776,1360.04784035801,963.977640630162
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,606.781526095122,1.91585485273537,0.925713390370589,2.06959829323458,0.0384899780373689,0.458475075722483,551.499956227764,121.323875423288,1115.94819229018,1213.33074640021,628.12492120907,128.586341270212,488.656649845132
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,221.98493480202,-0.724426564035442,0.863232086172892,-0.839202545455835,0.401355659153971,0.880389484256847,0,182.828340047594,254.107683612397,152.12179778441,293.682367487103,427.302303297935,243.852051384705
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1868.70350309882,-0.140115722474565,0.84099114189785,-0.166607845783451,0.86767861994823,0.984156712707388,2529.00639061131,1139.93891283131,1734.30909537738,1613.21978368976,2375.58726440635,376.856892491929,3312.00618228367
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,178.883707407271,0.176626215172182,0.848600976422001,0.208138123899999,0.835121120371647,0.978408201906736,148.520703842882,241.805223933914,182.609704192939,203.13270003547,134.822154469168,162.216615140883,179.078850235643
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,859.236362991772,0.814894015470763,0.558611255482759,1.45878552834837,0.14462414692221,0.693723278493833,993.946248794671,1442.40607447687,992.276011672743,803.421710454191,761.901942697857,426.313177595856,594.389375250219
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1159.09424167463,-0.586286191801836,0.59613787765632,-0.983474148810649,0.325374132330375,0.841454081820529,1187.12702442248,627.682549932983,976.816989095563,920.018058456613,1554.11274182677,1771.52413242269,1076.3781955653
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5797.79006003743,-0.494570658945441,0.406018117989134,-1.21809997394914,0.223185983792093,0.758463580242731,3423.24643263034,8009.06083176233,4919.83393518754,5057.36659460506,5118.01620492649,8558.90470008572,5498.10172106452
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,6120.18918872358,0.457927459003038,0.466778832297589,0.981037329282945,0.326574333503485,0.841454081820529,6476.74901513434,2241.12158768018,9139.18090984661,7552.34626006315,5280.01181688556,6008.93864012721,6142.97609132798
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1665.66943086501,0.510216851805216,0.484315111218596,1.05348117369588,0.292120518227266,0.820129446882342,1562.06390615171,968.90594956098,2241.5582736911,2021.30700169824,1872.87830084302,1315.53718376448,1677.43540034557
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,185.124466124209,-0.627494986580118,0.966219098403195,-0.649433433490537,0.516058259633039,0.923191457691412,119.439726866653,157.552532667742,70.5317905083839,234.103604973613,243.515984428808,236.401042796774,234.32658062749
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1205.914033222,-0.853864800354189,0.413780947824397,-2.06356722039449,0.0390587682379136,0.461788561979499,537.998074060229,1742.34565538444,892.758553832146,778.82716829743,1468.41183743551,1585.56850043192,1435.48844311231
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3441.76055643001,-0.720154139694541,0.376302693780171,-1.91376291373359,0.0556504561721436,0.517126168757522,3240.45172020833,2368.3431514921,2740.11175180516,2858.43234399688,3662.14596325555,4643.94517125881,4578.89379299327
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,463.378290646788,0.134886905604044,0.854533633500235,0.157848562439301,0.87457613101167,0.984987229332901,513.071522366319,564.493031483354,497.587289202982,580.249013105804,106.603563998877,503.464982357983,478.178632012195
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2113.87049294546,1.4013984318341,0.56025737385897,2.50134758991475,0.0123721682330105,0.269306511263748,3624.73605882278,1148.36418195793,3193.25435109875,2166.1415277325,2635.82537652126,742.833402260993,1285.93855222403
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,358.519977957111,1.36310390145546,0.968967133114293,1.40675968758032,0.159498660025817,0.705165542608215,271.076249671274,1198.07326980497,201.933482414414,304.243595568821,337.577952663111,39.5650280831421,157.170267494048
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,710.784480006924,0.0316440162729306,0.573683542324592,0.0551593586678601,0.956011506699287,0.992558209410045,635.627068194711,966.378368822995,723.67549439424,743.301718515442,471.354974151898,712.170505496558,722.983230472622
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1611.07074472145,0.659642768752151,0.84658340590022,0.779182256768564,0.435872360548912,0.895527774647299,924.359625315838,239.277643195929,2460.88315650484,2287.29242057877,2359.91026970063,1713.16571600005,1292.60638175408
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,848.575397431936,0.353498140521287,0.580165119044778,0.609306090485601,0.542321570863449,0.93198313903391,1354.34264203579,732.155887103036,700.48696052847,1064.85258449087,706.509894737657,451.04132014782,930.63849297991
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,623.504637254635,-0.00709893832157176,0.548338068928347,-0.0129462802672915,0.989670651399472,0.99872136737823,589.928390089209,361.444045531879,816.42962985732,657.676275451163,457.768245406943,594.46454694921,886.82132749672
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2664.79336790761,-1.06625550006298,0.420457185809334,-2.53594310205582,0.0112144953320614,0.254988909413628,925.398231636418,2113.90002386826,2457.98458977162,1718.88522406696,2691.21742448146,5174.11654757291,3572.05153395564
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1783.17726132512,-0.0350888861483218,0.677178507807607,-0.0518163021179208,0.958675065789331,0.993435945962729,1799.90475356444,703.509972072538,1594.21170327169,1785.38157878709,3136.44407412383,1475.7755475012,1987.01319995506
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,942.408796492156,1.46361253680756,0.799216228617809,1.83130983130657,0.0670543110655997,0.553249920235631,472.565875863715,529.106901151561,927.541354630801,2084.1597205433,1491.4047630039,836.800343958456,255.282616293363
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,252.476589319958,-0.119186284825959,1.20416374908077,-0.0989784694290482,0.921155365054201,0.988868671847046,443.484898887486,33.7010765064689,166.184492704685,256.876329192836,407.601862348648,112.760330036955,346.727135562628
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1985.08289266765,0.385231256828608,0.575236564135413,0.669691881300373,0.50305422820836,0.920624530376337,2081.36706644151,3737.4493845674,1750.73430686564,2018.57427479194,1421.38085331836,1824.93692033493,1061.13744235376
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,343.836055070772,0.0972896430002696,0.705232348818547,0.137954027723283,0.890276750617749,0.986340042536161,536.95946773965,496.248351557754,268.600517278503,173.983613034864,517.340825288669,266.074813859131,147.644796736833
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3125.35279794733,0.683817626727593,0.612769737515117,1.11594549283812,0.264445467011221,0.798112961068158,3676.66637485176,2176.24701540523,3691.8078292128,3370.36318444502,4566.18599128524,1061.33187833029,3334.86731210099
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,1008.93026931473,-0.435618356720927,0.594308123829985,-0.73298401831294,0.463568176920842,0.907113856553088,992.907642474091,1287.38112254711,1069.57112455864,603.932646293796,845.512581128349,771.518047621271,1491.68872057988
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,732.250620066057,0.66940627204741,1.09676907133309,0.610343863210661,0.54163404637184,0.931673303485615,739.48770025267,1879.6775421483,771.984939947928,517.396294260749,406.556729368267,52.4236622101633,758.227472274317
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,684.746274507032,0.605229819479724,0.557873688894523,1.08488683285824,0.277971780443754,0.811042648139617,904.626105224826,1148.36418195793,441.548332360704,612.130827012717,993.921464342473,261.129185348738,431.503825301841
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,483.375707122879,0.794642490922748,0.633556483937271,1.25425674122124,0.209748701868238,0.751537891171001,393.631795499666,692.557122207935,491.79015573654,636.725369169478,518.38595826905,230.466288584303,420.073260393183
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1293.11614665062,-0.273901989453792,0.470794424721993,-0.581786816221395,0.560710285416615,0.938384549575644,2422.02993959161,843.369439574384,1336.239264015,899.067152174928,848.647980069493,1084.08176947809,1618.37748165084
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1554.27078683338,-0.228148617981258,0.471335779109913,-0.48404688990957,0.628352591943719,0.949592526151882,985.637398230034,814.723524543885,1849.28557579516,1639.63614378406,1503.94635876847,2170.14179036035,1916.52471635167
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,526.489001945396,0.165469878403973,0.670554878291488,0.246765602280868,0.80508963275868,0.971291782762398,130.864396393029,633.580238321615,838.651974812016,560.209015792888,274.869973840242,679.529357327966,567.718057130017
"ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,332.112988446645,-0.901406129964844,1.07238587268811,-0.840561362213139,0.400593711890581,0.879446543512205,282.500919197649,1135.726278268,88.8893798187851,179.449066847478,136.91242042993,342.237492919179,159.075361645491
"ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1155.63562142362,0.28154275784157,0.460302420730342,0.611647354352077,0.540771100279797,0.931327815249709,1457.16466777317,941.102561443143,1395.1767875905,1015.66350017735,1297.01002865301,930.767285655918,1052.56451867226
"ENSMUSG00000001017","Chtop",66511,"protein_coding","3",90406263,90416805,42.19,1884.56427353609,0.614970055444162,0.506407021569033,1.2143790059205,0.224603028530134,0.759026397988904,2382.56289940959,982.386380163568,2225.13306220285,2793.75780721429,1531.11981625838,1113.75554054045,2163.23440896354
"ENSMUSG00000001018","Snapin",20615,"protein_coding","3",90395333,90398340,45.35,1979.0607702514,-0.512757822191644,0.453861044635107,-1.12976830299214,0.258573867684834,0.790176725721947,1807.17499780849,3248.7837752236,1349.76590877003,1554.01070071978,1750.59774213842,2073.20747155665,2069.88479554283
"ENSMUSG00000001020","S100a4",20198,"protein_coding","3",90511078,90513352,48.53,162.049893000786,-1.43511456540462,1.27460103199115,-1.1259323736485,0.26019414506821,0.791440460400814,41.5442528231837,87.6227989168191,18.3575893104013,229.549060129769,86.7460373716354,461.921702870684,208.607809583009
"ENSMUSG00000001025","S100a6",20200,"protein_coding","3",90520189,90531488,47.42,910.682162286403,-1.29065510702936,0.712425574357589,-1.81163500228522,0.0700426128208159,0.557857244762605,355.203361638221,844.211966487045,354.591330364067,1032.97077058396,392.970000623312,2110.79424823563,1284.03345807259
"ENSMUSG00000001039","B9d1",27078,"protein_coding","11",61395970,61403757,48.78,159.607883892538,-2.06934882762953,1.03797985445027,-1.99363101196745,0.046192393679007,0.48561288551449,45.6986781055021,25.2758073798517,92.7541354630801,89.2690789393545,100.33276611659,308.607219048509,455.317502194879
"ENSMUSG00000001052","Sec24b",99683,"protein_coding","3",129776408,129855202,44.2,324.279854044316,-0.169849270536018,0.837960607225792,-0.202693621957162,0.839374508642824,0.978978488687166,388.438763896768,224.95468568068,295.653806788568,160.319978503331,687.697501090796,269.042190965366,243.852051384705
"ENSMUSG00000001054","Rmnd5b",66089,"protein_coding","11",51514498,51526723,50.38,811.061811771906,-0.00543217996717024,0.669504780082196,-0.00811372842850103,0.993526252387024,1,795.572441563969,2126.53792755819,533.336278912711,485.514480353836,713.825825600325,401.585035043893,621.060693370421
"ENSMUSG00000001056","Nhp2",52530,"protein_coding","11",51510562,51514541,50.38,548.438634563512,-0.0295874688646582,0.575167244233274,-0.0514415053383295,0.958973712058762,0.993615824505329,358.31918059996,901.503796548042,412.562665028492,537.436291573665,659.478910620505,568.747278695168,401.022318878753
"ENSMUSG00000001062","Vps9d1",72325,"protein_coding","8",123969095,123981087,54.85,341.947588829977,1.11287887116702,1.01802133781154,1.09317833510189,0.274315507307242,0.807091192097903,802.842685808026,70.7722606635846,515.944878513383,303.332686600052,321.900957957394,301.683339133959,77.1563131334418
"ENSMUSG00000001082","Mfsd10",68294,"protein_coding","5",34790986,34794556,57.97,186.488402684841,-0.0321426217709682,0.99032469901514,-0.0324566496250507,0.974107886387831,0.997974486539605,280.42370655649,252.758073798517,168.116870526833,182.181793753785,63.7531118032501,155.292735226333,202.89252712868
"ENSMUSG00000001089","Luzp1",269593,"protein_coding","4",136197072,136282091,40.42,702.04629596123,0.633528667172317,0.73576872926398,0.861043208245698,0.3892142460322,0.875511660454653,880.738159851495,990.811649290185,556.524812778481,1092.17985355394,331.307154780824,404.552412150128,658.210029323559
"ENSMUSG00000001098","Kctd10",330171,"protein_coding","5",114501628,114518569,54.26,718.23004544381,-0.679328870895145,0.799864012876859,-0.849305456876118,0.395711345201766,0.877670102075225,395.709008140825,171.03296327033,617.394714176127,816.174436016956,731.593086266804,723.050888219422,1572.6552220162
"ENSMUSG00000001100","Poldip2",67811,"protein_coding","11",78403019,78413562,48.81,1602.34162406975,0.0858259864867068,0.593134900842134,0.144698931667738,0.884948582687018,0.985141659198588,1998.27856079514,1501.38295836319,1342.03639748144,1472.02889353058,2251.21643974099,683.48586013628,1967.96225844063
"ENSMUSG00000001105","Ift20",55978,"protein_coding","11",78427187,78432563,47.18,548.701725237516,-0.747284941872631,0.674524601703279,-1.10786906806011,0.267918365991467,0.801916402674953,408.17228398778,259.49828909981,459.905921671106,526.505383948438,530.927554033624,1091.99477509472,563.907868827131
"ENSMUSG00000001120","Pcbp3",59093,"protein_coding","10",76597691,76797721,45.07,1226.8127824766,0.252988527985641,0.474533757132972,0.533130729232292,0.593943088658876,0.945711864523403,1248.40479733667,872.857881517544,1318.84786361567,1391.86890427892,1480.95343320009,1238.38537900235,1036.371218385
"ENSMUSG00000001127","Araf",11836,"protein_coding","X",20664053,20726758,42.71,3249.41718148193,-0.0906460833962308,0.397856199668172,-0.227836297315043,0.819773507515466,0.975388118844802,4085.87726516012,4197.4690788807,2381.6556657968,3080.6941323765,3183.47505824098,3413.47279787309,2403.27627204536
"ENSMUSG00000001131","Timp1",21857,"protein_coding","X",20736405,20740974,46.96,202.918040271322,1.79096902819128,1.17195458106877,1.52818979260953,0.12646542238335,0.67852798346112,111.130876302016,444.011682972727,172.947815082202,395.334492445713,132.731888508406,140.455849695155,23.8136768930376
"ENSMUSG00000001134","Uxt",22294,"protein_coding","X",20807961,20828256,42.12,100.523637433328,-1.03083323229786,1.13259931496147,-0.910148203941775,0.362744355839657,0.864958026482276,24.9265516939102,131.434198375229,57.9713346644251,97.4672596582748,74.2044416070616,218.59678015936,99.0648958750364
"ENSMUSG00000001138","Cnnm3",94218,"protein_coding","1",36550948,36567318,52.74,520.475362360009,0.391385020310718,0.690290214296138,0.566986192481082,0.570723562568604,0.940425527341404,314.697715135617,787.76266333871,781.646829058665,408.087218008478,444.181516661988,338.280990110865,568.670604205738
"ENSMUSG00000001143","Lman2l",214895,"protein_coding","1",36458952,36484352,47.29,1011.67330347202,-0.106506549379902,0.589199425332087,-0.180764856177298,0.85655214932946,0.981546934778049,1106.11573141727,781.022448037416,1030.92356811569,757.876262015745,1479.90830021971,1257.17876734184,668.688047156496
"ENSMUSG00000001150","Mcm3ap",54387,"protein_coding","10",76304761,76351691,45.98,402.105382237254,0.230334344142296,0.620698579695213,0.371088885454513,0.710571329081533,0.960253352033988,300.157226647503,306.679796208867,593.239991399283,422.661761508781,326.081489878918,362.02000696075,503.897403056676
"ENSMUSG00000001156","Mxd1",17119,"protein_coding","6",86624024,86646143,48.43,240.409033811412,-0.398866719016926,1.02924697696026,-0.38753256307337,0.698361982725279,0.956573955517241,235.763634771568,224.95468568068,317.876151743264,98.3781686270438,257.102713173763,441.150063127035,107.63781955653
