"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","scramble - cntrl","scramble - cntrl.1","exp - arc","exp - arc.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,755.257403072033,-0.439631302352917,0.800998198415712,-0.548854296080142,0.583105445283207,0.999857109302383,483.190874874674,1309.68554519589,537.10942623971,1108.3240204651,213.787957962242,1055.45219255248,579.251804214141
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,797.370518690278,0.269193368973175,0.448882550918845,0.599696665468833,0.54870841095191,0.999857109302383,817.161038390993,638.198257680784,813.774852171909,939.137446957172,814.705461423679,781.594331984884,777.022242222529
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1309.82977770696,-0.209434085226917,0.389507519044396,-0.537689453956462,0.590791461224561,0.999857109302383,1244.52103486628,1407.65040442259,1218.40930247666,1247.11779633687,1046.79058695927,1360.29397165144,1644.0253472356
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,826.734794193072,-0.233000996079088,0.554529824685637,-0.420177573336432,0.674355736711536,0.999857109302383,586.731776633533,916.874993150932,842.612942171356,516.677559814625,762.702985162593,1418.26388374239,743.279418676074
"ENSMUSG00000000340","Dbt",13171,"protein_coding","3",116306719,116343630,44.05,529.909117818616,-0.640862991285998,0.804274683856946,-0.796821041553493,0.425554972908953,0.999857109302383,1136.91970558747,569.717967735901,575.860609676467,535.926331650856,558.545115396848,114.940342938954,217.45375174382
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6395.75982965353,0.0489730243226212,0.323872583268594,0.151210775016442,0.879809450795489,0.999857109302383,6363.70503064986,4553.93928133471,6541.74047831217,4422.15205606047,6872.03093702054,8258.71351047455,7758.0375137224
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,626.929084664515,1.27757347434023,0.659498170836587,1.93719032263516,0.0527220827760186,0.923886422693651,218.247979197594,381.397170387473,530.80109405233,932.045794175402,521.950780250158,1201.3764540228,602.684320565846
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,261.150952985568,-0.0727436572616528,0.807888752257439,-0.0900416759837158,0.928254096668594,0.999857109302383,253.776719997203,215.903136354006,191.953536558822,248.207847361928,198.379816847846,240.874979550329,478.960634228845
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,546.58601136657,-0.0520014439271099,0.56279815855991,-0.0923980349547899,0.926381800630185,0.999857109302383,389.801041915703,550.695664973433,494.753481553021,430.564633178854,476.689365726621,690.641538876669,792.956353341688
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2399.74463520467,0.170093536891382,0.367425445678185,0.462933470972395,0.643412055013695,0.999857109302383,2376.36520605381,2504.28615867884,2648.59832838675,2420.27978509243,3071.03512586302,1587.17621380051,2190.47162855736
"ENSMUSG00000000416","Cttnbp2",30785,"protein_coding","6",18366477,18514842,40.7,378.224306870029,-1.01450129823552,0.768145636003141,-1.32071478465234,0.186596482485268,0.999857109302383,767.420801271541,217.805366630253,375.7963603053,220.854329489389,266.753443042978,457.762409269919,341.177438080821
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1063.80259296612,-0.95634537409438,0.487945678982979,-1.95994229539584,0.0500025353009829,0.910460241798442,1029.31837630865,1676.81598851151,1022.8510046679,844.919774285093,549.878036020001,1374.2867090527,948.548261917007
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,715.308693115371,-0.0715106835098359,0.852784095912059,-0.0838555548264003,0.933171277152438,0.999857109302383,539.021753274059,1098.5379845325,1200.385496227,863.155452866786,695.292367787111,129.932561583165,480.835235536981
"ENSMUSG00000000441","Raf1",110157,"protein_coding","6",115595028,115653596,42.75,838.252359655159,-0.714302743604751,0.650857399849666,-1.0974796380432,0.272431777044369,0.999857109302383,532.931111994126,1306.83219978152,1383.327129661,712.204557940552,409.278748351139,965.49888068721,557.693889170572
"ENSMUSG00000000489","Pdgfb",18591,"protein_coding","15",79880075,79899178,55.39,345.745788661538,0.100279757997231,0.867869291988935,0.115547074799035,0.908011510021392,0.999857109302383,458.828309754943,235.876554254597,268.554713119855,414.355141106239,330.31202513986,586.695489610137,125.598287645137
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,214.218965408737,0.771701757388707,1.61001882812316,0.479312256421435,0.631716504148278,0.999857109302383,0,250.143281326447,150.498782184617,264.417339434543,162.748490520806,431.775896953286,239.948967441456
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1778.28786654177,-0.462324194219333,0.709508818859348,-0.651611624733002,0.514651746649508,0.999857109302383,2471.78525277276,1707.25167293146,1596.00804340692,1454.80191351726,1578.37145540592,380.802353562968,3258.99437419509
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,162.083754985591,-0.27465962222102,0.905729952316127,-0.30324670341161,0.761701859407259,0.999857109302383,145.1602838384,179.760761105318,200.96543968365,95.2307659266172,173.341587536953,163.914923843377,176.21252296482
"ENSMUSG00000000555","Itga5",16402,"protein_coding","15",103252713,103275190,50.81,169.572727623442,0.971017125245073,1.6195561522243,0.599557554031995,0.548801142396884,0.999857109302383,202.006269117773,136.009464751642,143.289259684755,448.800311760547,213.787957962242,0,43.1158300871367
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,819.850639413441,0.0234787157784265,0.495212272580528,0.0474114174434329,0.962185329450498,0.999857109302383,971.457284149292,976.795246852705,794.849855609771,940.15054021171,1040.04952522172,430.776415710339,584.87560813855
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1135.03107435816,-0.0398189951250637,0.499828670682727,-0.0796652882490195,0.936503467639246,0.999857109302383,1160.26716382721,961.57740464273,910.202215607561,822.631722685246,1241.31836852851,1790.07090611883,1059.14973909705
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5439.00284740786,0.402216699648525,0.354257364493543,1.13537992420721,0.256216167558017,0.999857109302383,3345.79227644312,4843.07828332422,5003.40861490414,5236.67903270941,5585.45115396848,8648.51119522404,5410.09937528159
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,7016.40254321318,-0.11021889419383,0.283369774290176,-0.388957835993347,0.697307337188724,0.999857109302383,6330.20650361023,8996.59809150899,7471.76888079435,7055.18142460598,7144.56243298141,6071.84855090559,6044.65191808575
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1917.89645949351,0.33591328448506,0.382963768875076,0.877141160041791,0.380409970676744,0.999857109302383,1526.72074750317,2206.58712044623,1999.74130339919,2441.55474343774,2270.77479673408,1329.31005312007,1650.58645181408
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,167.202447533071,0.605717534760528,1.00931533570022,0.600127148905658,0.548421500445416,0.999857109302383,116.737291198713,69.4314050830063,231.605910308063,59.7725020177704,223.418046158739,238.876017064434,230.575960900775
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1112.90356608102,0.888474740509151,0.532726477823008,1.66778783765341,0.0953578511074757,0.999857109302383,525.825363834204,878.830387625997,770.517717172738,1039.43367915648,1561.03729665223,1602.16843244472,1412.51208568076
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3390.21015990306,-0.00576957872407668,0.371477582179446,-0.0155314317763854,0.98760820858288,0.999857109302383,3167.13346556509,2697.36253171789,2827.93520057082,2361.5203763292,3479.35086539451,4692.56443563815,4505.60424410579
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,481.257489671414,-0.266299574789709,0.540273492603623,-0.492897723903479,0.62208485562351,0.999857109302383,501.462798714473,489.824296133537,574.058229051501,406.250395069931,417.945827727987,508.735952660238,470.524928342231
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2170.17899527356,-0.621438129219468,0.481944725298356,-1.28943859450844,0.197245651198652,0.999857109302383,3542.72301116095,3143.43553149775,2143.03056308394,1987.6889654045,2358.40859932221,750.610413453514,1265.35588299206
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,267.079564518162,0.97285902448415,1.09623607342224,0.88745394178379,0.374834552894157,0.999857109302383,264.94289567708,198.783063867785,300.997564369233,762.859220667476,147.34034940641,39.9792497178969,154.654607921251
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,675.780845178398,-0.116299508894876,0.473407371826611,-0.24566476108334,0.805941752904949,0.999857109302383,621.245410553152,712.385238454407,735.371294985911,675.733200777167,554.69308011825,719.626494922144,711.411196437756
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1657.66456045434,-0.143260423477345,0.538716533779275,-0.265929138042833,0.790293783907367,0.999857109302383,903.445123190042,2422.49025680023,2262.88887464414,1840.79044349642,1171.01872469408,1731.10151278493,1271.91698757053
"ENSMUSG00000000693","Loxl3",16950,"protein_coding","6",83011154,83029543,49.9,248.692078019294,1.07690612812388,1.03264897920188,1.0428578827979,0.297014118459974,0.999857109302383,155.311352638288,136.960579889766,218.088055620822,433.60391294247,182.97167573345,74.9610932210566,538.947876089209
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,913.95286494658,-0.0390122243618461,0.573986443211958,-0.0679671529235752,0.945811781966989,0.999857109302383,1323.69937150541,689.558475139446,1053.49147529232,948.255286248018,1011.15926063223,455.763446784024,915.742739024621
"ENSMUSG00000000732","Icosl",50723,"protein_coding","10",77905136,77919747,49.9,308.58817274312,0.0464210071744823,0.799499504612654,0.0580625840374631,0.953698777701387,0.999857109302383,248.701185597259,268.214468950791,405.53564061723,121.571190544618,412.167774810088,361.812209946967,342.114738734889
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,592.107862188677,-1.10778013040566,0.536463296841254,-2.064969098405,0.0389259242455206,0.832622614691965,576.580707833645,803.69229171425,650.659405612534,333.30768074316,307.199813468267,600.6882270114,872.626908937484
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2580.09903134341,0.368904037212528,0.559731666965163,0.659073014776361,0.509848883278743,0.999857109302383,904.460230070031,2419.63691138586,1700.54611965492,2060.63167973127,2232.25444394809,5228.28638185796,3514.87745275571
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1730.36862905807,0.101541864694589,0.367712045008198,0.276145059899588,0.78243665285811,0.999857109302383,1759.18022302061,1569.33997790357,1766.33301246616,2054.55312020404,1516.73889094834,1491.22601447755,1955.20916438624
"ENSMUSG00000000751","Rpa1",68275,"protein_coding","11",75188992,75239150,44.89,1431.75536333676,-0.321849490242081,0.437630046002256,-0.735437370404914,0.462073169530607,0.999857109302383,1884.03836925923,1245.96083094162,1503.1854412212,975.608804120557,1528.29499678414,1223.36504136764,1661.8340596629
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,838.155227289521,-0.0442964165626385,0.813459871896631,-0.0544543352327371,0.956573189778611,0.999857109302383,461.873630394909,913.070532598438,2061.9234349605,772.990153212861,560.471133036148,845.561131533519,251.196575290275
"ENSMUSG00000000759","Tubgcp3",259279,"protein_coding","8",12664277,12722248,46.98,270.734548887367,0.207184484952314,0.918031693214239,0.225683368541356,0.821447694372171,0.999857109302383,476.085126714752,91.3070532598438,212.680913745925,391.053996251854,263.864416584028,209.891061018959,250.259274636206
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,267.361079689531,-0.0788936767585807,0.898891849355705,-0.0877677073333449,0.930061304501827,0.999857109302383,433.450637755222,163.59180375722,254.135668120131,349.517172815776,215.713975601541,113.940861696006,341.177438080821
"ENSMUSG00000000782","Tcf7",21414,"protein_coding","11",52143198,52174158,53.06,129.090869798427,2.47096947509437,1.38252023075319,1.78729353837245,0.0738900578443672,0.999857109302383,5.07553439994406,42.8001812155518,95.5261731231698,213.762676707619,52.0024762610859,369.808059890546,124.660986991069
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1732.33373692838,-0.10936701935886,0.441155221250099,-0.247910517864772,0.804203641818058,0.999857109302383,2034.27418749758,1723.42063027955,1997.03773246174,2049.48765393135,1433.92013245846,1844.04289323799,1044.15292863196
"ENSMUSG00000000804","Usp32",237898,"protein_coding","11",84875268,85030987,39.1,479.76522482128,1.41249830806576,0.843825802821993,1.67392168305587,0.0941459921573132,0.999857109302383,463.903844154887,97.9648592267075,488.445149365642,618.999978523012,876.338025881262,603.686670740243,209.018045857206
"ENSMUSG00000000811","Txnrd3",232223,"protein_coding","6",89620970,89652511,47.25,155.252727833923,-0.176325241971017,1.75118895356657,-0.100688872900839,0.91979744462023,0.999857109302383,226.368834237505,201.636409282155,192.854726871305,44.5761031996932,334.164060418459,0,87.1689608283416
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,245.311752455216,-1.20776178494508,0.831470289797391,-1.45256156445395,0.146345524181337,0.999857109302383,524.810256954215,264.410008398298,172.127349684202,210.723396944004,130.969199472364,268.860454352856,145.281601380569
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3015.3321152,-0.223301533875048,0.493450180693419,-0.452531061111892,0.650886449914286,0.999857109302383,3593.47835516039,3634.21094276941,3334.40415618612,3313.82803559537,2877.47035311342,1072.44337368258,3281.48958989273
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,971.662120389473,-0.0656370171564563,0.549874143760046,-0.119367345966896,0.904984330436513,0.999857109302383,970.442177269303,1052.88445790257,597.489177176053,1123.52041928317,809.89041732543,779.595369498989,1467.81282427078
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,549.832843900964,-0.49075235933938,0.936109770658801,-0.524246594492872,0.600107036772454,0.999857109302383,722.756098552034,759.940995360575,511.876097490193,617.986885268473,437.206004120981,52.9725058762134,746.091320638278
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,563.41412437848,0.0134506664341861,0.665175135221559,0.0202212405755454,0.983866883820008,0.999857109302383,884.158092470254,434.659618122382,605.599889988397,528.834678869087,802.186346768232,263.863048138119,424.59719629289
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,418.757012204728,-0.143989108591281,0.712102183488791,-0.202202874713623,0.839758125853195,0.999857109302383,384.725507515759,484.117605304797,629.932028425431,301.901789852467,484.393436283819,232.879129606749,413.349588444071
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1325.57528044969,-0.86701441646244,0.478212792756073,-1.8130305788467,0.0698271051131236,0.999857109302383,2367.22924413391,1315.39223602463,889.474838420458,1024.2372803384,994.78811069818,1095.43144227037,1592.47381126185
"ENSMUSG00000000884","Gnb1l",13972,"protein_coding","16",18317463,18385429,47.73,67.6826513834191,-0.930018373708465,2.03744776282892,-0.456462438289544,0.648057475409941,0.999857109302383,59.8913059193399,74.1869807736231,0,40.5237301815392,29.8532734091419,185.90351118822,83.4197582120688
"ENSMUSG00000000901","Mmp11",17385,"protein_coding","10",75759056,75772330,53.54,68.1025655924292,0.444691851511008,2.57414178606471,0.172753441134586,0.862845235284633,0.999857109302383,0,77.0403261879932,0,56.7332222541549,48.1504409824869,263.863048138119,30.9309215842502
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1660.01061405183,0.1715039082008,0.427620730761033,0.401065467278857,0.688371924562611,0.999857109302383,963.336429109382,1820.43437436814,1622.14256246892,1634.11941957057,1501.33074983394,2192.86184702664,1885.8489159852
"ENSMUSG00000000915","Hip1r",29816,"protein_coding","5",124111691,124143621,54.59,414.137862156378,-0.360766696095698,1.03133594910976,-0.349805217598695,0.726484883062469,0.999857109302383,615.15476927322,391.85943690683,801.15818779715,356.608825597545,427.575915924484,46.9756184185288,259.632281176888
"ENSMUSG00000000916","Nsun5",100609,"protein_coding","5",135398807,135405659,51.36,144.110301766043,2.09833962234713,1.162442533141,1.80511256472805,0.0710570692848052,0.999857109302383,72.0725884792056,29.4845692818246,103.636885935514,359.648105361161,75.1146879326796,142.925817741481,225.889457630434
"ENSMUSG00000000934","Top1mt",72960,"protein_coding","15",75528884,75550649,52.57,64.9419214345171,0.408229205480123,2.206648203998,0.184999677221087,0.853229288743906,0.999857109302383,116.737291198713,0,61.2809412488259,94.2176726720787,60.6695556379335,117.938786667796,3.74920261627276
"ENSMUSG00000000957","Mmp14",17387,"protein_coding","14",54669069,54682821,53.13,420.919445176097,1.23548914590867,0.650672968106613,1.89878665084829,0.0575925330616412,0.948704585562811,362.393156156006,211.147560663389,262.246380932476,645.340403141012,704.922455983609,455.763446784024,304.622712572161
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,516.107959623735,-0.149437219926712,0.812508786415053,-0.183920743289507,0.854075631602864,0.999857109302383,127.90346687859,825.567939891088,554.232042176881,405.237301815392,454.540162874677,686.643613904879,558.631189824641
